group,M2,s0_root,theta_deg,GA,GB,G2460,G2536,Gamma2460_keV,Gamma2536_keV
borel_threshold,5.009342513878517,2.5892888271346033,35.3,-0.38191155168845625,-0.278335644840566,-0.44785068439689657,-0.15085399890997073,42.16006134503175,7.061774054712952
borel_threshold,3.1068782636449535,2.524080815667806,35.3,-0.3714026107396782,-0.2726585567203096,-0.43714472772831037,-0.14555780582432748,40.16846532262083,6.574627686341955
borel_threshold,5.06448171236479,2.510137333085681,35.3,-0.32958614947943554,-0.24908369547164494,-0.3937404363183823,-0.12505273322203678,32.587780777650124,4.852734603578419
borel_threshold,3.5817126222705573,2.553936800447624,35.3,-0.3740932505377114,-0.27437856891371176,-0.4401033010565053,-0.14675981594487805,40.714021513452295,6.683662022725045
borel_threshold,3.0864987286154735,2.511867839399493,35.3,-0.36523030097543396,-0.2692319335566536,-0.43078141550008603,-0.14250045212911672,39.00754943942782,6.301336152986849
borel_threshold,3.135093087668626,2.577365507517891,35.3,-0.40069820934246536,-0.28869461399360624,-0.46716104187922547,-0.16020048710753687,45.8741453567395,7.963937227255294
borel_threshold,5.214473192147968,2.504289636534001,35.3,-0.32496121450869797,-0.24638711309130043,-0.3888671001379167,-0.12283639062900187,31.786093213006936,4.682246323772777
borel_threshold,5.601363522780732,2.5656646533098884,35.3,-0.3645315719484894,-0.26846737420017186,-0.42975366397381576,-0.14237199955838384,38.82164427312201,6.289980988825856
borel_threshold,5.59275440907857,2.559130647521777,35.3,-0.360125356613342,-0.26601193217985725,-0.4252035203146842,-0.14019481748605284,38.00392501800664,6.099076529682949
borel_threshold,4.989481192546857,2.5215774036054595,35.3,-0.3374813642662991,-0.2535789297958758,-0.4019714760873402,-0.1288987093637056,33.96449978839078,5.15581471180207
borel_threshold,5.912680219889656,2.5986239147182744,35.3,-0.38673693892300914,-0.28067239729035104,-0.4525461827139673,-0.15344186859937717,43.04875159226951,7.306138840506183
borel_threshold,5.4474702910115775,2.5929090333859257,35.3,-0.38328611968441345,-0.27893234595987265,-0.449131979207103,-0.15163102723032307,42.40164517719307,7.134709878444384
borel_threshold,4.7954657906552605,2.5978266419792004,35.3,-0.388295850478891,-0.2819246634568475,-0.4544690331335365,-0.15399052336767519,43.41535358705264,7.35848067570542
borel_threshold,4.027100645035496,2.5687332822296933,35.3,-0.37562693808926195,-0.27518990916924263,-0.4416517193824748,-0.14754267685450867,41.001014308177275,6.755157523502001
borel_threshold,4.728660454748582,2.5460197473319837,35.3,-0.3549473493838645,-0.26349113989241585,-0.42015405601545264,-0.13742551018715457,37.106660477562414,5.8605028239365025
borel_threshold,4.543465767770744,2.516886031018371,35.3,-0.3376003877269744,-0.25385388189041813,-0.4022646534413993,-0.12883696571989267,34.014061780032655,5.150876531348168
borel_threshold,5.8028337350396155,2.5936116265007225,35.3,-0.38334197279481463,-0.27883456017104846,-0.44908444769475886,-0.15173311731687278,42.392670943475196,7.144320422738467
borel_threshold,5.729668957369693,2.526142132215902,35.3,-0.33750426205302303,-0.2532412622426987,-0.40170912456488195,-0.12911252087829095,33.920179576926664,5.172933375619125
borel_threshold,3.0709861492585824,2.507864959702749,35.3,-0.3636131243213997,-0.26832011981170867,-0.42910275216817595,-0.1417075119964934,38.70413355980701,6.231404014906854
borel_threshold,4.519164158388714,2.56501883558526,35.3,-0.36860484779988434,-0.27116550712965853,-0.43430948518754875,-0.14413721641056892,39.64910407673592,6.446922136724342
borel_threshold,4.244775973535774,2.518602781517161,35.3,-0.3417056178239447,-0.2562821217277971,-0.4066186697617973,-0.13078422141409737,34.75436678222779,5.307754976954399
borel_threshold,4.8287564789564925,2.57666216491747,35.3,-0.37432632642958685,-0.27421511895994916,-0.44010458808632297,-0.14704448874356588,40.71425964043829,6.7096160220667205
borel_threshold,4.782081986408419,2.582587344991537,35.3,-0.37841101803989735,-0.2764886900411772,-0.44432050509970566,-0.1490643587267599,41.49802823836081,6.895214736140055
borel_threshold,4.710240017533816,2.5528204898785916,35.3,-0.3594671077298636,-0.26601792486540765,-0.4248280370345675,-0.13965413290958198,37.93683461480669,6.052123045227318
