sector,M2,s0,state,g_low,g_high,g_quoted,Gamma_low_keV,Gamma_high_keV,Gamma_quoted_keV,GA_basis,GB_basis,GB_hard_frac,GB_soft2p_frac,GB_3p_frac,GA_3p_frac,spectral_pole_axial,spectral_pole_tensor,twist2_retention,rho_AB,window,window_state,s0_sqrt
Bs,10.4,39.082499999999996,B_{s1}(5750),0.4007648499413408,-0.040512539774556273,0.4007648499413408,19.84045719472809,0.20274556789605366,19.84045719472809,0.31945391974482,0.3947687463671226,0.2950328114767851,0.704301038058571,0.0006661504646438592,0.0008232028707908716,0.5955477725345842,0.8278570611175645,0.8748064364232759,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.251599795252412
Bs,10.4,39.7025,B_{s1}(5750),0.4049280110136108,-0.03977538836850278,0.4049280110136108,20.25480510969909,0.19543452423521543,20.25480510969909,0.3233818506057556,0.39852645546460486,0.2962512864366588,0.703088844236692,0.0006598693266492284,0.0008132039053111043,0.6064625797474396,0.8391881946434596,0.8820517860155922,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.300991985394046
Bs,10.4,40.3225,B_{s1}(5750),0.4088520133986988,-0.03893054151262752,0.4088520133986988,20.649270328461768,0.187220464161293,20.649270328461768,0.32716310011648836,0.4020238337172539,0.29730350031174174,0.7020423708487122,0.0006541288395460775,0.0008038051471137747,0.6175081708889183,0.8495590167733648,0.8888778241895325,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.35
Bs,10.8,36.6025,B_{s1}(5750),0.37270608156649465,-0.04247767382533457,0.37270608156649465,17.15952994518597,0.22289169137965634,17.15952994518597,0.2945610221095108,0.3685526856607945,0.2912790762251511,0.7080407863748223,0.0006801374000267221,0.0008509831463886174,0.5281801333574564,0.7557146025123027,0.8298892452534118,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.05
Bs,10.8,37.2225,B_{s1}(5750),0.37805860003364283,-0.04229145336896644,0.37805860003364283,17.65593298972908,0.22094167829061775,17.65593298972908,0.2992103329482922,0.37360959260306814,0.2933635687852684,0.7059654996584733,0.0006709315562582803,0.0008377600563731778,0.5378705262349942,0.7715652741204443,0.8393798411051636,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.101024504130433
Bs,10.8,37.8425,B_{s1}(5750),0.3831284288728209,-0.041942682806769625,0.3831284288728209,18.132646109910596,0.21731256625059509,18.132646109910596,0.3037048165026937,0.3783483373135019,0.295213508237455,0.7041239635030632,0.0006625282594819353,0.0008253621667405307,0.5480047347428805,0.786277916436458,0.8483409500955148,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.151625801363409
Bs,10.8,38.4625,B_{s1}(5750),0.38792712322092954,-0.0414444211164972,0.38792712322092954,18.589714497986463,0.21218006792847657,18.589714497986463,0.30804742555535536,0.3827838258257696,0.2968467908100261,0.7024983579436931,0.0006548512462809585,0.0008137268634733467,0.5584853516793216,0.799895888050303,0.8568021126601526,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.201814250685036
Bs,10.8,39.082499999999996,B_{s1}(5750),0.39246608583203635,-0.040809327884650984,0.39246608583203635,19.027279436348792,0.20572700924811493,19.027279436348792,0.3122411935077534,0.3869307002787574,0.2982799558648255,0.7010722111634885,0.000647832971686171,0.0008027975507721537,0.569246140165945,0.812464220076326,0.8647912211535675,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.251599795252412
Bs,10.8,39.7025,B_{s1}(5750),0.3967565283237597,-0.040049609592030765,0.3967565283237597,19.44556611566042,0.19813855985784493,19.44556611566042,0.31628922969641227,0.3908032859858047,0.29952830762752547,0.6998302789699083,0.0006414134025661791,0.0007925229247888043,0.5802373102232506,0.8240294788647485,0.872334611796634,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.300991985394046
Bs,10.8,40.3225,B_{s1}(5750),0.4008094386541523,-0.03917697962134097,0.4008094386541523,19.84487230079974,0.1895982522678281,19.84487230079974,0.3201947127853337,0.3944155485210123,0.3006060241174017,0.698758436877257,0.0006355390053413284,0.0007828563539281533,0.5913848995338525,0.834637968458266,0.8794571514943743,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.35
