fB_scheme,M2,s0_root,s0,GA_stage1_full,GB_hard_candidate,GB_soft2p_tensor_DA,GB_stage1_candidate,hard_qcd_side,G2460_candidate,G2536_candidate,Gamma2460_keV_candidate,Gamma2536_keV_candidate,fB
fB_converted_fT_M_over_msum,4.0,2.6,6.760000000000001,-0.3418105854189055,-0.4368328093726985,0.15701839673764434,-0.2798144126350542,-0.10197897027017958,-0.42588491327697264,-0.11727157569411603,38.12582596564767,4.2676194388109145,0.4619457079970653
fB_equal_fT,4.25,2.6,6.760000000000001,-0.3465521532996037,-0.7819470313816349,0.2761414561866826,-0.5058055751949523,-0.10882057041391752,-0.613064747219415,0.009449368851058737,79.00370110820465,0.02770803753004854,0.256
fB_converted_fT_M_over_msum,4.25,2.6,6.760000000000001,-0.3465521532996037,-0.4333375904749616,0.15303143109674663,-0.280306159378215,-0.10882057041391752,-0.42902619743025905,-0.1208571878726693,38.69032465050468,4.532576400460227,0.4619457079970653
fB_equal_fT,4.5,2.6,6.760000000000001,-0.350630809341557,-0.7766198603384392,0.2700384590358527,-0.5065814013025864,-0.11532152782844518,-0.6160548105603014,0.006568941369705261,79.77622028195523,0.013390319355669119,0.256
fB_converted_fT_M_over_msum,4.5,2.6,6.760000000000001,-0.350630809341557,-0.4303853911938575,0.14964928630447946,-0.28073610488937806,-0.11532152782844518,-0.431733974614686,-0.12393748509381994,39.18024991745008,4.766565028237787,0.4619457079970653
fB_equal_fT,4.75,2.6,6.760000000000001,-0.35418021126527716,-0.7720718978993298,0.26480146877357147,-0.5072704291257584,-0.12149622808644521,-0.6186682010310263,0.0040703010184867106,80.454499631532,0.005141066491999706,0.256
fB_converted_fT_M_over_msum,4.75,2.6,6.760000000000001,-0.35418021126527716,-0.4278650119279473,0.14674706319917782,-0.2811179487287695,-0.12149622808644521,-0.43409666068917707,-0.12661363405215453,39.6102551293137,4.974633747458801,0.4619457079970653
fB_equal_fT,5.0,2.6,6.760000000000001,-0.35729994752657857,-0.7681522151388916,0.26026224454861324,-0.5078899705902784,-0.12736062362555525,-0.6209765954934932,0.0018821737433971086,81.05600850058433,0.0010993084973680148,0.256
fB_converted_fT_M_over_msum,5.0,2.6,6.760000000000001,-0.35729994752657857,-0.4256928112357427,0.14423152645649923,-0.2814612847792435,-0.12736062362555525,-0.43617963353065725,-0.12896136873164665,39.99129946571836,5.160828549637221,0.4619457079970653
fB_equal_fT,5.25,2.6,6.760000000000001,-0.3600657722701667,-0.7647453831219625,0.25629284828478494,-0.5084525348371776,-0.13293132161474808,-0.6230339782380135,-5.003775814277356e-05,81.5939981428893,7.769549732256384e-07,0.256
fB_converted_fT_M_over_msum,5.25,2.6,6.760000000000001,-0.3600657722701667,-0.4238048209779364,0.1420317756504012,-0.2817730453275352,-0.13293132161474808,-0.4380323259490131,-0.1310385090626504,40.33175062505593,5.3284150939794905,0.4619457079970653
fB_equal_fT,5.5,2.6,6.760000000000001,-0.36253636477858037,-0.7617618058282912,0.2527943835668084,-0.5089674222614828,-0.13822497927842572,-0.6248818479373803,-0.0017688495501955726,82.07871864158719,0.0009709166631541572,0.256
fB_converted_fT_M_over_msum,5.5,2.6,6.760000000000001,-0.36253636477858037,-0.42215138904003285,0.14009300459506394,-0.2820583844449689,-0.13822497927842572,-0.4396928526464027,-0.13288996709399328,40.63811563924538,5.480050383881377,0.4619457079970653
fB_equal_fT,5.75,2.6,6.760000000000001,-0.3647579121175695,-0.7591310096025017,0.2496892809112123,-0.5094417286912893,-0.14325791154402817,-0.6265526853117258,-0.003307856254929409,82.51823704662105,0.0033954193643245503,0.256
fB_converted_fT_M_over_msum,5.75,2.6,6.760000000000001,-0.3647579121175695,-0.4206934604953078,0.13837222601422333,-0.2823212344810845,-0.14325791154402817,-0.4411911125091943,-0.13455116548804605,40.91553744833114,5.6179140645402645,0.4619457079970653
fB_equal_fT,6.0,2.6,6.760000000000001,-0.36676728932704145,-0.7567968947346161,0.2469158993843352,-0.5098809953502809,-0.14804584497211426,-0.6280723212849535,-0.0046939509401940915,82.91900063341475,0.006837183816634014,0.256
fB_converted_fT_M_over_msum,6.0,2.6,6.760000000000001,-0.36676728932704145,-0.4193999461367276,0.1368352798783691,-0.2825646662583585,-0.14804584497211426,-0.44255092027400345,-0.13605042485283142,41.16814002598282,5.743808715629909,0.4619457079970653
