sector,state,scenario,M2,s0,theta_deg,quoted_combo,GA_basis,GB_basis,f1_GeV,f2_GeV,rho_AB,g_low,g_high,g_quoted,Gamma_low_keV,Gamma_high_keV,Gamma_quoted_keV,chi_effective
Bs,B_{s1}(5750),lattice_fperp_s,17.200000000000003,36.5,35.3,low,0.23358504223821006,0.3033144451552909,0.448804208775972,0.19667693065789485,0.6561573080128956,0.303263053853593,-0.04614072607028903,0.303263053853593,11.360865969948723,0.26299123642334676,11.360865969948723,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,17.6,36.5,35.3,low,0.23176216799044283,0.30124682343721965,0.448804208775972,0.19667693065789485,0.6561573080128956,0.30110523265423383,-0.04611802824866222,0.30110523265423383,11.199768191707825,0.262732555624485,11.199768191707825,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,18.0,36.5,35.3,low,0.23004988095455614,0.2993014319777247,0.448804208775972,0.19667693065789485,0.6561573080128956,0.2990760835715215,-0.0460930961370136,0.2990760835715215,11.049326275679942,0.26244855793355626,11.049326275679942,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,6.0,38.0,35.3,low,0.5729834750901698,0.6599669407109613,0.448804208775972,0.19667693065789485,0.6561573080128956,0.6852776274644603,-0.018461284241749542,0.6852776274644603,58.01035660530115,0.042101371754564174,58.01035660530115,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,6.4,38.0,35.3,low,0.5177734774010512,0.6042332956428971,0.448804208775972,0.19667693065789485,0.6561573080128956,0.6247274868243153,-0.02553647339637029,0.6247274868243153,48.211834524158924,0.08055532788680363,48.211834524158924,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,6.8,38.0,35.3,low,0.47499986069280015,0.5606297242646773,0.448804208775972,0.19667693065789485,0.6561573080128956,0.5775207429303837,-0.030539875189534216,0.5775207429303837,41.2009854111229,0.1152144481421275,41.2009854111229,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,7.2,38.0,35.3,low,0.441112505842996,0.5257773538882629,0.448804208775972,0.19667693065789485,0.6561573080128956,0.5399068055044169,-0.03415734107049101,0.5399068055044169,36.00891468195298,0.1441254050595413,36.00891468195298,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,7.6,38.0,35.3,low,0.41375035700922286,0.4974080579928797,0.448804208775972,0.19667693065789485,0.6561573080128956,0.5093766745973625,-0.03682138773446858,0.5093766745973625,32.05166065108157,0.16748377181434954,32.05166065108157,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,8.0,38.0,35.3,low,0.3912933597730409,0.47395207530506067,0.448804208775972,0.19667693065789485,0.6561573080128956,0.4841993882173788,-0.038813610368443,0.4841993882173788,28.96148996750389,0.1860974884637056,28.96148996750389,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,8.4,38.0,35.3,low,0.3725994347136692,0.45429387565473295,0.448804208775972,0.19667693065789485,0.6561573080128956,0.46314847032168505,-0.040322488509407395,0.46314847032168505,26.497987830175642,0.20084780134437363,26.497987830175642,4.980468750000001
