scenario,ensemble,M2,s0_root,theta_deg,GA,GB,GB_hard,GB_soft2p,GB_3p,GB_em,T_A,T_B,transition_scheme,G2460,G2536,Gamma2460_keV,Gamma2536_keV,chi_effective,fperp_s_used_GeV
legacy_chi_condensate,theta_fixed,4.391823914423471,2.550010182603773,35.3,-0.3045749866340004,-0.31015380805944515,-0.3751904683657098,0.091390984599397,-0.0012148750018404681,-0.0251394492912919,-0.05188502800312314,-0.09187141120378106,rohrwild_nonlocal_exact_post_borel,-0.4291291596867815,-0.06935035287144148,38.40779886059402,1.4921976557271768,3.0138025802391666,-0.03185049218473527
legacy_chi_condensate,theta_fixed,5.353439209463104,2.520873555762324,35.3,-0.29264619344510095,-0.3216279790863423,-0.40924625531939907,0.11229868190540909,-0.0013030908713227009,-0.02337731480102962,-0.05004725001666082,-0.09722984593408862,rohrwild_nonlocal_exact_post_borel,-0.43160051788294135,-0.05298437913431561,39.01336079249407,0.8710207284041639,3.3177400415241394,-0.036516136735907354
legacy_chi_condensate,theta_fixed,3.277121222626431,2.524482625967285,35.3,-0.24337681160909497,-0.2566809352134256,-0.39972645944013896,0.19594246554308142,-0.002166497137219528,-0.05073044417914851,-0.022706376936415376,-0.04847858033917736,rohrwild_nonlocal_exact_post_borel,-0.3501241060710705,-0.050303929061073394,25.809104054105482,0.785204668915967,3.0303486794992227,-0.04184395643137836
legacy_chi_condensate,theta_fixed,5.227590590825906,2.5356153540251856,35.3,-0.3722964617107289,-0.29462703512926847,-0.39512795231476927,0.12236692808128462,-0.0011210581175353207,-0.020744952778248445,-0.054460622797307456,-0.09623109771541101,rohrwild_nonlocal_exact_post_borel,-0.4555905473534103,-0.1335926584570103,43.874526299715164,5.536435002432041,3.13211215709768,-0.031208056778673145
legacy_chi_condensate,theta_fixed,4.823468829248742,2.536669949954521,35.3,-0.3122820250849763,-0.34617668869348434,-0.371908621428639,0.04986013144365804,-0.0012045405695613994,-0.022923658138941927,-0.044000149126241755,-0.10334125738476921,rohrwild_nonlocal_exact_post_borel,-0.4629823576055048,-0.05482426043283961,45.13386512334022,0.932845012688693,2.971231149482799,-0.03096894286153088
legacy_chi_condensate,theta_fixed,4.561765694738343,2.537108065952439,35.3,-0.36510935391705623,-0.31025516631743744,-0.3945719859211662,0.10589680473737415,-0.0010297313764595474,-0.020550253757185843,-0.05443703298930108,-0.08705086139417717,rohrwild_nonlocal_exact_post_borel,-0.46419212764293927,-0.11869615486068688,45.14783304340076,4.375678102728358,3.1787999081161016,-0.026854304681486203
legacy_chi_condensate,theta_fixed,4.0657221367851175,2.5946230985529906,35.3,-0.3339678514450461,-0.3113307712381518,-0.41093266453953087,0.13141210485553023,-0.0013865549461387332,-0.030423656608012425,-0.04253397958949427,-0.08095473338710303,rohrwild_nonlocal_exact_post_borel,-0.4470746146126006,-0.09265885757744596,41.70390071287753,2.6640197238800702,3.2084906438352023,-0.03463215347843642
legacy_chi_condensate,theta_fixed,4.698822707626439,2.533614612332782,35.3,-0.3417733270698428,-0.3666249107141842,-0.48757410912955756,0.15363547889323306,-0.0015883083010863068,-0.03109797217677337,-0.04939989421830361,-0.08562699659160701,rohrwild_nonlocal_exact_post_borel,-0.49671269395185436,-0.06707705956334675,51.683705410460064,1.3957259816857372,2.926431907464693,-0.03126080186082504
legacy_chi_condensate,theta_fixed,3.5914473548808155,2.523440440259272,35.3,-0.3508214771102716,-0.37541251252756025,-0.3977110500745998,0.0541556328184462,-0.0013478638815771571,-0.030509231389829458,-0.04250050689300487,-0.08457594256202855,rohrwild_nonlocal_exact_post_borel,-0.5091131286058348,-0.06938361222412029,54.82864313918678,1.4931177598187013,2.8021698845129777,-0.026530860167897585
legacy_chi_condensate,theta_fixed,4.535095249245092,2.571601323319552,35.3,-0.2989914506006083,-0.2852551326024291,-0.40142769034916087,0.14477533616124416,-0.0013503607002818508,-0.02725241771423045,-0.04128927334580486,-0.07769653846929518,rohrwild_nonlocal_exact_post_borel,-0.4055819258351887,-0.07918130867891027,34.75152564393633,1.9450037972086125,3.222445958223084,-0.03521192882753755
