M2_GeV2,s0_GeV2,theta_deg,Pi_AA_GeV4,Pi_AB_GeV4,Pi_BB_GeV4,Pi12_rotated_GeV4,lambda1_GeV4,lambda2_GeV4,f1_GeV,f2_GeV,m_eff1_GeV,m_eff2_GeV,pole_fraction_trace,d5_fraction_frobenius
3.2,10.199999999999992,29.969798602982912,0.07426410392228876,0.08587400355234619,0.17366442450225555,9.916874192577795e-18,0.223183468094174,0.0247450603303703,0.4942763661197404,0.16937892298352916,2.6574008512082252,2.656564873711718,0.5785372934896439,0.00838930631938708
3.2,10.29999999999999,29.885724346619163,0.07504011231613376,0.08681554286310554,0.17621168260925665,3.7367696794536477e-17,0.22610405499710562,0.025147739928284812,0.4974999136976541,0.1707515240546719,2.665182699059578,2.66576693103533,0.5858079187919355,0.008280624784303782
3.2,10.399999999999991,29.802751575553458,0.07580213017454483,0.0877406731265667,0.17873376956012715,2.92585367374223e-17,0.22898892271637003,0.02554697701830198,0.5006636614879391,0.1721015838612944,2.672890942007685,2.674848213465999,0.5929928663474989,0.008175995204083188
3.2,10.49999999999999,29.720874277070514,0.07655028587305628,0.08864951954489289,0.1812303474006593,-8.175627446935422e-18,0.2318379544722935,0.025942678801422068,0.5037686092711339,0.17342931863552266,2.6805255885144597,2.6838106825920174,0.6000916776411939,0.008075222024691376
3.2,10.59999999999999,29.64008602854293,0.07728471300189937,0.08954221475496962,0.1837011065577699,1.3186365118565732e-18,0.23465106081749745,0.026334758742171813,0.5068157411450932,0.17473495020436888,2.6880866822809844,2.6926562327884564,0.607103967658645,0.007978121642443449
3.2,10.699999999999989,29.560380034402247,0.0780055499323597,0.09041889827703051,0.18614576491992274,2.04384251719292e-17,0.23742817846869188,0.026723136383590564,0.5098060258740661,0.17601870544931353,2.695574299370839,2.7013866952255547,0.6140294219256738,0.007884521521210051
3.2,10.79999999999999,29.481749160037694,0.0787129394042475,0.09127971598851488,0.18856406693114894,1.3233481323040832e-17,0.24016926917300221,0.02710773716239425,0.5127404172175327,0.1772808157971689,2.702988545588903,2.7100038415671577,0.6208677936236704,0.007794259385681972
3.2,10.899999999999988,29.40418596291191,0.07940702813363514,0.09212481962224714,0.1909557826992418,2.2354393927219232e-17,0.24287431860814326,0.0274884922247337,0.5156198542406761,0.17852151674044536,2.710329554096531,2.718509387388193,0.6276189007803171,0.0077071824832297435
3.2,10.99999999999999,29.327682721153042,0.08008796644004812,0.09295436628805406,0.19332070711863414,1.2817064042860029e-17,0.24554333531575592,0.027865338242926353,0.5184452616081735,0.17974104738555327,2.7175974832275243,2.726904995406686,0.6342826235349951,0.007623146907714659
3.3000000000000003,7.8,32.313936077397926,0.05421153462423648,0.06164371727936305,0.11267923275159543,4.0888322051407045e-18,0.15166976211011954,0.015221005265712387,0.39595823303136407,0.12886093078190977,2.4502282262481545,2.397536792973492,0.36412216934296476,0.01249918571233994
3.3000000000000003,7.8999999999999995,32.202192110692486,0.055425068389735294,0.06308815618224123,0.11586675721794043,-1.2454395246326867e-17,0.15559886047279786,0.01569296513487786,0.4010542110787772,0.13084348435099832,2.4597338841438137,2.410581574638201,0.3728473812516863,0.012182957477642207
3.3000000000000003,7.999999999999999,32.09135509981986,0.0566247503883391,0.06451756558714071,0.11905081478673585,8.360391381545661e-18,0.15950904355285883,0.01616652162221611,0.4060621691064913,0.13280300117149296,2.4691939864009584,2.4234215217393817,0.3815382584596848,0.011883715610090415
3.3000000000000003,8.099999999999998,31.98145970459684,0.05781033830982629,0.06593158986357955,0.12222998137089947,1.5616318546430073e-17,0.1633989520419812,0.01664136763874454,0.4109836152910743,0.13473924312075378,2.4786051594593963,2.4360629031022403,0.3901914972911546,0.011600234068368126
