sector,state,scan,M2_GeV2,s0_GeV2,theta_deg,width_keV
Bs,Bs1_5830,s0,12.0,39.125,38.5,8.497562835907273
Bs,Bs1_5830,s0,12.0,39.125,38.6,8.783716201179443
Bs,Bs1_5830,s0,12.0,39.2,38.4,8.212808625523968
Bs,Bs1_5830,s0,12.0,39.2,38.5,8.49466359056198
Bs,Bs1_5830,s0,12.0,39.2,38.6,8.781221167495728
Bs,Bs1_5830,s0,12.0,39.275,38.4,8.209054774863771
Bs,Bs1_5830,s0,12.0,39.275,38.5,8.491288270975609
Bs,Bs1_5830,s0,12.0,39.275,38.6,8.778239216099196
Bs,Bs1_5830,s0,12.0,39.35,38.4,8.204840130827462
Bs,Bs1_5830,s0,12.0,39.35,38.5,8.4874414259673
Bs,Bs1_5830,s0,12.0,39.35,38.6,8.774774943817715
Bs,Bs1_5830,s0,12.0,39.425,38.4,8.200169214773007
Bs,Bs1_5830,s0,12.0,39.425,38.5,8.483127625561528
Bs,Bs1_5830,s0,12.0,39.425,38.6,8.770832969306934
Bs,Bs1_5830,s0,12.0,39.5,38.4,8.195046567273153
Bs,Bs1_5830,s0,12.0,39.5,38.5,8.478351459599187
Bs,Bs1_5830,s0,12.0,39.5,38.6,8.76641793164499
Bs,Bs1_5830,s0,12.0,39.575,38.4,8.189476746766216
Bs,Bs1_5830,s0,12.0,39.575,38.5,8.473117536372248
Bs,Bs1_5830,s0,12.0,39.575,38.6,8.761534488951051
Bs,Bs1_5830,s0,12.0,39.65,38.4,8.183464328230627
Bs,Bs1_5830,s0,12.0,39.65,38.5,8.46743048128235
Bs,Bs1_5830,s0,12.0,39.65,38.6,8.75618731702775
Bs,Bs1_5830,s0,12.0,39.725,38.4,8.177013901882152
Bs,Bs1_5830,s0,12.0,39.725,38.5,8.461294935522295
Bs,Bs1_5830,s0,12.0,39.725,38.6,8.750381108026977
Bs,Bs1_5830,s0,12.0,39.8,38.4,8.170130071894844
Bs,Bs1_5830,s0,12.0,39.8,38.5,8.454715554781375
Bs,Bs1_5830,s0,12.0,39.8,38.6,8.744120569139612
Bs,Bs1_5830,s0,12.0,39.875,38.4,8.162817455144562
Bs,Bs1_5830,s0,12.0,39.875,38.5,8.447697007973545
Bs,Bs1_5830,s0,12.0,39.875,38.6,8.737410421308153
Bs,Bs1_5830,s0,12.0,39.95,38.4,8.155080679975443
Bs,Bs1_5830,s0,12.0,39.95,38.5,8.440243975988649
Bs,Bs1_5830,s0,12.0,39.95,38.6,8.73025539796284
Bs,Bs1_5830,s0,12.0,40.025,38.4,8.146924384988894
Bs,Bs1_5830,s0,12.0,40.025,38.5,8.432361150466543
Bs,Bs1_5830,s0,12.0,40.025,38.6,8.722660243780568
Bs,Bs1_5830,s0,12.0,40.1,38.4,8.138353217855359
Bs,Bs1_5830,s0,12.0,40.1,38.5,8.424053232593801
Bs,Bs1_5830,s0,12.0,40.1,38.6,8.714629713466826
Bs,Bs1_5830,s0,12.0,40.175,38.4,8.129371834148014
Bs,Bs1_5830,s0,12.0,40.175,38.5,8.415324931923037
Bs,Bs1_5830,s0,12.0,40.175,38.6,8.706168570560221
Bs,Bs1_5830,s0,12.0,40.25,38.4,8.119984896198963
Bs,Bs1_5830,s0,12.0,40.25,38.5,8.406180965214412
Bs,Bs1_5830,s0,12.0,40.25,38.6,8.69728158625964
Bs,Bs1_5830,s0,12.0,40.325,38.4,8.11019707197706
Bs,Bs1_5830,s0,12.0,40.325,38.5,8.396626055299349
Bs,Bs1_5830,s0,12.0,40.325,38.6,8.687973538273456
Bs,Bs1_5830,s0,12.0,40.4,38.4,8.100013033987906
Bs,Bs1_5830,s0,12.0,40.4,38.5,8.386664929966377
Bs,Bs1_5830,s0,12.0,40.4,38.6,8.678249209691371
Bs,Bs1_5830,s0,12.0,40.475,38.4,8.089437458195073
Bs,Bs1_5830,s0,12.0,40.475,38.5,8.376302320868398
Bs,Bs1_5830,s0,12.0,40.475,38.6,8.668113387877643
Bs,Bs1_5830,s0,12.0,40.55,38.4,8.078475022963117
Bs,Bs1_5830,s0,12.0,40.55,38.5,8.36554296245204
Bs,Bs1_5830,s0,12.0,40.55,38.6,8.657570863386754
Bs,Bs1_5830,s0,12.0,40.625,38.4,8.06713040802144
Bs,Bs1_5830,s0,12.0,40.625,38.5,8.354391590908003
Bs,Bs1_5830,s0,12.0,40.625,38.6,8.64662642889998
Bs,Bs1_5830,s0,12.0,40.7,38.4,8.055408293449544
Bs,Bs1_5830,s0,12.0,40.7,38.5,8.342852943142779
Bs,Bs1_5830,s0,12.0,40.7,38.6,8.635284878183942
Bs,Bs1_5830,s0,12.0,40.775,38.4,8.043313358683054
Bs,Bs1_5830,s0,12.0,40.775,38.5,8.330931755771687
Bs,Bs1_5830,s0,12.0,40.775,38.6,8.62355100507014
Bs,Bs1_5830,s0,12.0,40.85,38.4,8.030850281540099
Bs,Bs1_5830,s0,12.0,40.85,38.5,8.318632764132134
Bs,Bs1_5830,s0,12.0,40.85,38.6,8.611429602455397
Bs,Bs1_5830,s0,12.0,40.925,38.4,8.018023737268708
Bs,Bs1_5830,s0,12.0,40.925,38.5,8.305960701318138
Bs,Bs1_5830,s0,12.0,40.925,38.6,8.598925461323267
Bs,Bs1_5830,s0,12.0,41.0,38.4,8.004838397613964
Bs,Bs1_5830,s0,12.0,41.0,38.5,8.292920297234948
Bs,Bs1_5830,s0,12.0,41.0,38.6,8.586043369786134
