sector,scenario,ensemble,window_id,M2,s0,theta_deg,f1_GeV,f2_GeV,rho_AB,f1_target_clipped,GA_basis,GB_basis,chi_effective,fperp_s_used_GeV,state,state_key,g_GeV_inv,Gamma_keV,g_low_GeV_inv,g_high_GeV_inv,quoted_combo
Ds,legacy_chi_condensate,theta_fixed,central,3.996742728684999,8.080689025343732,35.3,0.3638470619252327,0.3563760903616065,-0.22713808919775924,0,-0.4591691127729209,-0.34486279972728223,3.316376162402865,-0.038065899407484685,D_{s1}(2460),Ds1_2460,-0.5198724826656922,56.81937723880346,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.996742728684999,8.080689025343732,35.3,0.3638470619252327,0.3563760903616065,-0.22713808919775924,0,-0.4591691127729209,-0.34486279972728223,3.316376162402865,-0.038065899407484685,D_{s1}(2536),Ds1_2536,0.009719941206432568,0.02931195497164714,,,
Ds,legacy_chi_condensate,theta_fixed,central,4.199396368391839,8.007858641039816,35.3,0.3351320876772294,0.3651260388946587,-0.4201016716439144,0,-0.5756534060273141,-0.3611090333019017,3.0178025778924797,-0.03491265611502472,D_{s1}(2460),Ds1_2460,-0.6017371781241764,76.0142630099056,,,
Ds,legacy_chi_condensate,theta_fixed,central,4.199396368391839,8.007858641039816,35.3,0.3351320876772294,0.3651260388946587,-0.4201016716439144,0,-0.5756534060273141,-0.3611090333019017,3.0178025778924797,-0.03491265611502472,D_{s1}(2536),Ds1_2536,-0.009703955360160065,0.02923522687276535,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.0217957650808263,8.686143286564183,35.3,0.3497890917330244,0.37022071289582587,-0.355297704128944,0,-0.5845504137333022,-0.3862519083563444,3.276561728565435,-0.03131018787766823,D_{s1}(2460),Ds1_2460,-0.6274305586478287,82.7456621691091,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.0217957650808263,8.686143286564183,35.3,0.3497890917330244,0.37022071289582587,-0.355297704128944,0,-0.5845504137333022,-0.3862519083563444,3.276561728565435,-0.03131018787766823,D_{s1}(2536),Ds1_2536,-0.009504835000501971,0.0280534310318557,,,
Ds,legacy_chi_condensate,theta_fixed,central,4.330833290071098,8.38451723163377,35.3,0.3557403396222784,0.40514092089710935,-0.4798634064136285,0,-0.6321935529380522,-0.4054903835827007,2.6795338794980825,-0.02191792950321324,D_{s1}(2460),Ds1_2460,-0.6875207310422288,99.54229569549099,,,
Ds,legacy_chi_condensate,theta_fixed,central,4.330833290071098,8.38451723163377,35.3,0.3557403396222784,0.40514092089710935,-0.4798634064136285,0,-0.6321935529380522,-0.4054903835827007,2.6795338794980825,-0.02191792950321324,D_{s1}(2536),Ds1_2536,-0.004871889490881038,0.007364282856251566,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.733183410143778,8.37838437601929,35.3,0.3367062213120982,0.37081896259677194,-0.43603875827191585,0,-0.6008058753869475,-0.3715907567441582,2.4258741617561963,-0.03310898226385459,D_{s1}(2460),Ds1_2460,-0.6256971462173844,81.72271924444553,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.733183410143778,8.37838437601929,35.3,0.3367062213120982,0.37081896259677194,-0.43603875827191585,0,-0.6008058753869475,-0.3715907567441582,2.4258741617561963,-0.03310898226385459,D_{s1}(2536),Ds1_2536,-0.013323234765346031,0.055089073474653444,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.000174761071465,7.84951121928025,35.3,0.36437124132877147,0.33226459122874175,-0.14115820767050966,0,-0.4348664375726568,-0.3181997192677891,3.715799827100022,-0.040284376545410686,D_{s1}(2460),Ds1_2460,-0.46661102666418286,45.895373998368406,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.000174761071465,7.84951121928025,35.3,0.36437124132877147,0.33226459122874175,-0.14115820767050966,0,-0.4348664375726568,-0.3181997192677891,3.715799827100022,-0.040284376545410686,D_{s1}(2536),Ds1_2536,0.007833359641848874,0.019036477028656015,,,
Ds,legacy_chi_condensate,theta_fixed,central,4.006609978349979,7.957355175151417,35.3,0.3476108830405466,0.3900634300338401,-0.32956853390874025,0,-0.5038811599636901,-0.40186499771204887,3.1703269470411084,-0.026581527383927765,D_{s1}(2460),Ds1_2460,-0.647428178978628,88.22853205335939,,,
Ds,legacy_chi_condensate,theta_fixed,central,4.006609978349979,7.957355175151417,35.3,0.3476108830405466,0.3900634300338401,-0.32956853390874025,0,-0.5038811599636901,-0.40186499771204887,3.1703269470411084,-0.026581527383927765,D_{s1}(2536),Ds1_2536,-0.014337983575853067,0.06383442855094694,,,
