sector,state,scenario,M2,s0,theta_deg,GA_basis,GB_basis,f1_GeV,f2_GeV,rho_AB,f1_target_clipped,g_2460,g_2536,Gamma_2460_keV,Gamma_2536_keV,chi_effective,g1_abs,g2_abs,scan,fixed_s0,fixed_M2,quoted_combo,g_low,g_high,g_quoted,Gamma_low_keV,Gamma_high_keV,Gamma_quoted_keV,g_quoted_abs
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.3,7.84,35.3,-0.3207158150481387,-0.261369833245987,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4064874988767734,0.0285634597143377,34.73194761614338,0.25317556218943554,4.980468750000001,0.4064874988767734,0.0285634597143377,M2,7.84,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.35,7.84,35.3,-0.3224425314648227,-0.2620835816591075,0.345,0.3807805629715229,-0.4081864418895571,0,-0.40791821001239786,0.028231112369110644,34.97686945781519,0.24731823870822572,4.980468750000001,0.40791821001239786,0.028231112369110644,M2,7.84,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.4,7.84,35.3,-0.32412746753708455,-0.2627811346316187,0.345,0.3807805629715229,-0.4081864418895571,0,-0.40931547749933,0.02790756004313021,35.21689671574156,0.24168177353398004,4.980468750000001,0.40931547749933,0.02790756004313021,M2,7.84,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.45,7.84,35.3,-0.3257722209804856,-0.2634630881318097,0.345,0.3807805629715229,-0.4081864418895571,0,-0.41068055472446985,0.027592450032076794,35.452186852184745,0.23625482845435927,4.980468750000001,0.41068055472446985,0.027592450032076794,M2,7.84,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.5,7.84,35.3,-0.3273783050930009,-0.26413000698134814,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4120146292241963,0.02728544850717116,35.68289014196385,0.23102679727813416,4.980468750000001,0.4120146292241963,0.02728544850717116,M2,7.84,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.0,8.27,35.3,-0.2805247036311405,-0.24880279834453262,0.345,0.3807805629715229,-0.4081864418895571,0,-0.37760784623784593,0.03913569694900057,29.972072147195878,0.47527646412961827,4.980468750000001,0.37760784623784593,0.03913569694900057,M2,8.27,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.05,8.27,35.3,-0.28491385024502647,-0.2506020143429893,0.345,0.3807805629715229,-0.4081864418895571,0,-0.3812281146376197,0.03828034197639062,30.549534163409138,0.45472808857433894,4.980468750000001,0.3812281146376197,0.03828034197639062,M2,8.27,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.1,8.27,35.3,-0.2891396163634369,-0.2523381681987417,0.345,0.3807805629715229,-0.4081864418895571,0,-0.3847178974220198,0.0374595685510812,31.111398290447507,0.43543737743209204,4.980468750000001,0.3847178974220198,0.0374595685510812,M2,8.27,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.15,8.27,35.3,-0.29321200609507125,-0.25401508566767994,0.345,0.3807805629715229,-0.4081864418895571,0,-0.38808514550958606,0.03667123417614361,31.65838741051529,0.41730272105708066,4.980468750000001,0.38808514550958606,0.03667123417614361,M2,8.27,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.2,8.27,35.3,-0.2971401768036166,-0.25563626159617164,0.345,0.3807805629715229,-0.4081864418895571,0,-0.3913371290980503,0.03591337271866833,32.19117721792439,0.4002326820509615,4.980468750000001,0.3913371290980503,0.03591337271866833,M2,8.27,,,,,,,,,
